Interaction ID,Interaction Type,Date Received,Date Resolved,Category,Resolution Time (Days),SLA Threshold (Days),Within SLA
5080,Calls,2/15/2023,2/17/2023,General Complaint,2,5,No
7017,Calls,1/17/2022,1/20/2022,Fraud Alert,3,5,No
5698,Calls,10/6/2021,10/9/2021,Account Question,3,5,No
2157,Calls,4/2/2021,4/4/2021,General Complaint,2,5,No
5062,Calls,5/31/2021,6/3/2021,Fraud Alert,3,5,No
3770,Calls,4/2/2022,4/4/2022,Fraud Alert,2,5,No
4934,Calls,11/16/2022,11/18/2022,Open Account,2,5,No
2291,Calls,2/12/2022,2/14/2022,Mobile App Issue,2,5,No
8428,Calls,7/8/2023,7/9/2023,Open Account,1,5,Yes
4978,Calls,7/9/2022,7/16/2022,Open Account,7,5,No
4704,Calls,12/25/2023,12/26/2023,Fraud Alert,1,5,Yes
2817,Calls,12/27/2021,12/30/2021,General Complaint,3,5,No
9716,Calls,6/8/2022,6/10/2022,Close Account,2,5,No
4129,Calls,8/10/2023,8/16/2023,Open Account,6,5,No
8667,Calls,12/27/2021,12/30/2021,Debit Card Issue,3,5,No
7153,Calls,5/26/2021,5/28/2021,Mobile App Issue,2,5,No
6762,Calls,8/26/2022,9/2/2022,Debit Card Issue,7,5,No
2344,Calls,11/21/2021,11/24/2021,General Complaint,3,5,No
5761,Calls,5/8/2022,5/9/2022,General Complaint,1,5,Yes
1163,Calls,4/20/2021,4/21/2021,General Complaint,1,5,Yes
3919,Calls,8/30/2023,8/31/2023,Close Account,1,5,Yes
1166,Calls,2/16/2021,2/22/2021,Debit Card Issue,6,5,No
8586,Calls,1/13/2022,1/17/2022,Account Question,4,5,No
3667,Calls,4/30/2021,5/7/2021,General Complaint,7,5,No
6661,Calls,6/20/2021,6/21/2021,Close Account,1,5,Yes
5947,Calls,4/14/2021,4/16/2021,Open Account,2,5,No
4662,Calls,1/12/2021,1/14/2021,Close Account,2,5,No
3047,Calls,8/11/2023,8/14/2023,Debit Card Issue,3,5,No
1120,Calls,10/9/2022,10/12/2022,Debit Card Issue,3,5,No
1513,Calls,6/15/2021,6/18/2021,Close Account,3,5,No
2512,Calls,2/20/2023,2/24/2023,Close Account,4,5,No
2974,Calls,11/3/2023,11/9/2023,Fraud Alert,6,5,No
5163,Calls,11/25/2022,11/28/2022,Open Account,3,5,No
3080,Calls,3/15/2022,3/18/2022,Open Account,3,5,No
4401,Calls,5/26/2023,5/27/2023,Open Account,1,5,Yes
5946,Calls,12/17/2021,12/21/2021,Fraud Alert,4,5,No
6451,Calls,2/26/2022,3/3/2022,Close Account,5,5,No
1367,Calls,2/12/2022,2/14/2022,Debit Card Issue,2,5,No
3283,Calls,10/27/2022,11/4/2022,Fraud Alert,8,5,No
8361,Calls,12/7/2022,12/9/2022,Close Account,2,5,No
9672,Calls,12/12/2022,12/15/2022,Debit Card Issue,3,5,No
8909,Calls,2/3/2022,2/6/2022,Close Account,3,5,No
6575,Calls,12/19/2023,12/21/2023,Account Question,2,5,No
5361,Calls,3/23/2021,3/25/2021,General Complaint,2,5,No
2203,Calls,5/14/2021,5/15/2021,Open Account,1,5,Yes
6608,Calls,6/16/2023,6/18/2023,General Complaint,2,5,No
8483,Calls,9/4/2023,9/6/2023,Debit Card Issue,2,5,No
3142,Calls,5/5/2022,5/11/2022,Debit Card Issue,6,5,No
6122,Calls,4/23/2021,4/26/2021,Fraud Alert,3,5,No
5713,Calls,5/20/2023,5/22/2023,Debit Card Issue,2,5,No
6819,Calls,6/15/2022,6/18/2022,Account Question,3,5,No
3396,Calls,12/23/2021,12/25/2021,Debit Card Issue,2,5,No
3151,Calls,5/7/2022,5/14/2022,Open Account,7,5,No
9772,Calls,12/8/2021,12/11/2021,Close Account,3,5,No
6545,Calls,7/28/2022,7/31/2022,Account Question,3,5,No
4021,Calls,12/29/2021,1/1/2022,Mobile App Issue,3,5,No
9643,Calls,12/21/2023,12/23/2023,Debit Card Issue,2,5,No
6830,Calls,3/1/2022,3/4/2022,Close Account,3,5,No
3382,Calls,5/5/2021,5/11/2021,Fraud Alert,6,5,No
5860,Calls,4/26/2022,4/29/2022,Mobile App Issue,3,5,No
7905,Calls,4/27/2022,5/2/2022,Fraud Alert,5,5,No
9247,Calls,6/24/2023,6/25/2023,Open Account,1,5,Yes
8086,Calls,5/17/2022,5/23/2022,Account Question,6,5,No
1144,Calls,7/14/2021,7/16/2021,General Complaint,2,5,No
6223,Calls,4/19/2021,4/28/2021,Debit Card Issue,9,5,No
6787,Calls,11/21/2022,11/25/2022,Debit Card Issue,4,5,No
8890,Calls,6/20/2021,6/26/2021,Fraud Alert,6,5,No
2174,Calls,1/24/2023,1/27/2023,General Complaint,3,5,No
5117,Calls,8/26/2023,8/27/2023,Debit Card Issue,1,5,Yes
9532,Calls,5/19/2021,5/23/2021,Close Account,4,5,No
4090,Calls,11/6/2022,11/8/2022,Open Account,2,5,No
7380,Calls,8/2/2023,8/5/2023,Account Question,3,5,No
2289,Calls,10/8/2023,10/10/2023,General Complaint,2,5,No
7755,Calls,4/5/2021,4/8/2021,Close Account,3,5,No
1982,Calls,3/10/2021,3/11/2021,Fraud Alert,1,5,Yes
4257,Calls,10/22/2022,10/23/2022,Debit Card Issue,1,5,Yes
7695,Calls,8/19/2023,8/22/2023,Account Question,3,5,No
7192,Calls,7/16/2021,7/19/2021,Account Question,3,5,No
1879,Calls,10/26/2022,10/28/2022,Mobile App Issue,2,5,No
4599,Calls,1/16/2022,1/17/2022,General Complaint,1,5,Yes
4875,Calls,6/18/2022,6/20/2022,Mobile App Issue,2,5,No
9476,Calls,1/8/2021,1/10/2021,Mobile App Issue,2,5,No
8581,Calls,5/22/2021,5/24/2021,General Complaint,2,5,No
1604,Calls,10/6/2022,10/9/2022,Mobile App Issue,3,5,No
4172,Calls,7/4/2022,7/5/2022,Account Question,1,5,Yes
4820,Calls,9/9/2022,9/13/2022,General Complaint,4,5,No
1083,Calls,7/4/2023,7/6/2023,Close Account,2,5,No
8081,Calls,12/11/2021,12/12/2021,General Complaint,1,5,Yes
4096,Calls,3/8/2021,3/11/2021,Account Question,3,5,No
6117,Calls,6/16/2021,6/22/2021,Debit Card Issue,6,5,No
3409,Calls,1/7/2023,1/9/2023,Mobile App Issue,2,5,No
2003,Calls,9/3/2023,9/4/2023,Mobile App Issue,1,5,Yes
2785,Calls,11/3/2022,11/7/2022,Debit Card Issue,4,5,No
3188,Calls,5/15/2022,5/17/2022,Account Question,2,5,No
7776,Calls,9/7/2021,9/9/2021,Open Account,2,5,No
6931,Calls,5/6/2022,5/8/2022,Debit Card Issue,2,5,No
8654,Calls,5/29/2023,6/2/2023,Open Account,4,5,No
8907,Calls,8/15/2022,8/20/2022,Close Account,5,5,No
4913,Calls,1/13/2022,1/17/2022,General Complaint,4,5,No
2772,Calls,2/8/2022,2/10/2022,Debit Card Issue,2,5,No
3286,Calls,4/30/2021,5/3/2021,Mobile App Issue,3,5,No
9007,Calls,1/19/2023,1/25/2023,Fraud Alert,6,5,No
3557,Calls,11/27/2023,11/29/2023,General Complaint,2,5,No
6816,Calls,1/20/2022,1/21/2022,Mobile App Issue,1,5,Yes
5791,Calls,3/25/2022,3/26/2022,General Complaint,1,5,Yes
8553,Calls,5/14/2023,5/17/2023,Open Account,3,5,No
3849,Calls,5/6/2022,5/9/2022,Close Account,3,5,No
2875,Calls,10/16/2021,10/17/2021,Account Question,1,5,Yes
6258,Calls,3/31/2022,4/1/2022,Debit Card Issue,1,5,Yes
6676,Calls,3/2/2022,3/3/2022,Open Account,1,5,Yes
6643,Calls,9/26/2023,9/29/2023,Account Question,3,5,No
5338,Calls,11/9/2023,11/11/2023,Close Account,2,5,No
1164,Calls,12/11/2022,12/12/2022,Debit Card Issue,1,5,Yes
5040,Calls,12/16/2023,12/18/2023,Open Account,2,5,No
6311,Calls,11/10/2022,11/11/2022,Mobile App Issue,1,5,Yes
7099,Calls,2/20/2023,2/25/2023,Close Account,5,5,No
1791,Calls,4/27/2023,4/29/2023,Account Question,2,5,No
8194,Calls,7/31/2021,8/2/2021,Account Question,2,5,No
1734,Calls,12/5/2023,12/9/2023,Close Account,4,5,No
1616,Calls,5/14/2022,5/15/2022,Account Question,1,5,Yes
3525,Calls,8/8/2023,8/12/2023,Mobile App Issue,4,5,No
2966,Calls,3/27/2021,3/31/2021,General Complaint,4,5,No
7767,Calls,7/10/2021,7/15/2021,Debit Card Issue,5,5,No
9301,Calls,7/24/2022,7/28/2022,Mobile App Issue,4,5,No
1090,Calls,9/5/2021,9/8/2021,Close Account,3,5,No
8037,Calls,7/29/2023,8/1/2023,Mobile App Issue,3,5,No
8640,Calls,6/22/2022,6/24/2022,General Complaint,2,5,No
2104,Calls,7/23/2023,7/25/2023,Mobile App Issue,2,5,No
7692,Calls,1/25/2022,1/28/2022,Debit Card Issue,3,5,No
5821,Calls,4/17/2022,4/21/2022,General Complaint,4,5,No
6026,Calls,1/3/2023,1/6/2023,Debit Card Issue,3,5,No
5551,Calls,3/16/2023,3/17/2023,Close Account,1,5,Yes
9915,Calls,1/30/2023,1/31/2023,Mobile App Issue,1,5,Yes
1482,Calls,2/4/2021,2/5/2021,Fraud Alert,1,5,Yes
8757,Calls,4/30/2023,5/3/2023,General Complaint,3,5,No
4478,Calls,6/21/2021,6/24/2021,General Complaint,3,5,No
5205,Calls,6/6/2022,6/9/2022,Debit Card Issue,3,5,No
2386,Calls,1/20/2021,1/21/2021,General Complaint,1,5,Yes
5931,Calls,8/25/2023,8/28/2023,Close Account,3,5,No
2433,Calls,5/1/2023,5/4/2023,Open Account,3,5,No
6916,Calls,3/2/2021,3/3/2021,Fraud Alert,1,5,Yes
5543,Calls,11/27/2022,11/29/2022,Account Question,2,5,No
2402,Calls,3/19/2021,3/20/2021,General Complaint,1,5,Yes
3241,Calls,1/5/2021,1/7/2021,Debit Card Issue,2,5,No
9861,Calls,11/27/2022,12/3/2022,Open Account,6,5,No
9940,Calls,6/5/2022,6/8/2022,Open Account,3,5,No
4173,Calls,8/11/2022,8/12/2022,Account Question,1,5,Yes
1823,Calls,2/2/2022,2/3/2022,Open Account,1,5,Yes
6791,Calls,6/11/2021,6/19/2021,Open Account,8,5,No
6084,Calls,7/16/2023,7/18/2023,Mobile App Issue,2,5,No
5137,Calls,3/17/2022,3/21/2022,Fraud Alert,4,5,No
3390,Calls,1/5/2021,1/7/2021,Debit Card Issue,2,5,No
7078,Calls,12/12/2021,12/15/2021,Close Account,3,5,No
9815,Calls,12/25/2023,12/27/2023,Close Account,2,5,No
3669,Calls,2/9/2021,2/11/2021,Open Account,2,5,No
9623,Calls,5/12/2022,5/16/2022,Account Question,4,5,No
7071,Calls,8/30/2021,9/2/2021,Debit Card Issue,3,5,No
7479,Calls,5/3/2023,5/4/2023,Account Question,1,5,Yes
5755,Calls,7/5/2022,7/11/2022,Debit Card Issue,6,5,No
1754,Calls,1/24/2021,1/28/2021,Debit Card Issue,4,5,No
2523,Calls,5/19/2023,5/20/2023,Open Account,1,5,Yes
5542,Calls,12/20/2023,12/22/2023,Debit Card Issue,2,5,No
8893,Calls,5/18/2022,5/22/2022,General Complaint,4,5,No
1933,Calls,12/11/2022,12/12/2022,Fraud Alert,1,5,Yes
1862,Calls,10/11/2022,10/13/2022,Close Account,2,5,No
2580,Calls,8/28/2023,9/5/2023,Account Question,8,5,No
5213,Calls,6/1/2023,6/4/2023,Fraud Alert,3,5,No
1579,Calls,2/5/2022,2/8/2022,Account Question,3,5,No
2955,Calls,7/30/2023,8/2/2023,Account Question,3,5,No
4058,Calls,2/21/2021,2/22/2021,Debit Card Issue,1,5,Yes
9312,Calls,3/28/2022,3/31/2022,Close Account,3,5,No
7708,Calls,12/28/2021,1/5/2022,General Complaint,8,5,No
8126,Calls,3/6/2022,3/9/2022,Mobile App Issue,3,5,No
5120,Calls,2/9/2022,2/12/2022,Open Account,3,5,No
7859,Calls,10/11/2021,10/12/2021,Debit Card Issue,1,5,Yes
1613,Calls,11/24/2023,11/29/2023,Debit Card Issue,5,5,No
4528,Calls,9/14/2022,9/15/2022,Account Question,1,5,Yes
5861,Calls,5/24/2022,5/26/2022,General Complaint,2,5,No
3917,Calls,7/9/2022,7/10/2022,Close Account,1,5,Yes
4058,Calls,6/20/2023,6/23/2023,General Complaint,3,5,No
9809,Calls,9/8/2021,9/11/2021,General Complaint,3,5,No
4871,Calls,9/6/2022,9/7/2022,Close Account,1,5,Yes
7506,Calls,5/4/2021,5/6/2021,General Complaint,2,5,No
4545,Calls,5/1/2023,5/2/2023,Close Account,1,5,Yes
6618,Calls,3/23/2021,3/25/2021,Debit Card Issue,2,5,No
5490,Calls,9/6/2021,9/8/2021,Mobile App Issue,2,5,No
5689,Calls,10/4/2023,10/6/2023,Close Account,2,5,No
5701,Calls,11/9/2022,11/10/2022,General Complaint,1,5,Yes
1622,Calls,9/29/2023,10/5/2023,Debit Card Issue,6,5,No
5182,Calls,10/24/2023,10/28/2023,Close Account,4,5,No
7755,Calls,10/24/2021,10/27/2021,Mobile App Issue,3,5,No
1992,Calls,7/12/2021,7/15/2021,Account Question,3,5,No
4981,Calls,12/31/2021,1/2/2022,General Complaint,2,5,No
9169,Calls,3/12/2022,3/18/2022,General Complaint,6,5,No
9402,Calls,12/9/2023,12/16/2023,Debit Card Issue,7,5,No
1126,Calls,9/5/2021,9/7/2021,Close Account,2,5,No
8962,Calls,9/1/2021,9/3/2021,Mobile App Issue,2,5,No
5227,Calls,12/6/2023,12/9/2023,Fraud Alert,3,5,No
6263,Calls,1/25/2021,1/26/2021,Open Account,1,5,Yes
2579,Calls,9/29/2022,9/30/2022,Debit Card Issue,1,5,Yes
9429,Calls,6/13/2021,6/18/2021,Open Account,5,5,No
9490,Calls,4/28/2021,4/30/2021,Open Account,2,5,No
9044,Calls,5/30/2023,6/1/2023,Account Question,2,5,No
2839,Calls,7/2/2021,7/4/2021,Open Account,2,5,No
4944,Calls,6/10/2022,6/16/2022,Mobile App Issue,6,5,No
3381,Calls,5/17/2023,5/19/2023,Debit Card Issue,2,5,No
7531,Calls,8/14/2023,8/19/2023,Mobile App Issue,5,5,No
8987,Calls,9/17/2021,9/18/2021,Open Account,1,5,Yes
1677,Calls,8/29/2021,9/5/2021,Account Question,7,5,No
6392,Calls,5/5/2023,5/8/2023,General Complaint,3,5,No
1005,Calls,3/20/2023,3/23/2023,General Complaint,3,5,No
5998,Calls,10/24/2022,10/26/2022,Open Account,2,5,No
8405,Calls,10/20/2023,10/23/2023,Account Question,3,5,No
2063,Calls,11/25/2021,11/26/2021,Fraud Alert,1,5,Yes
3922,Calls,2/9/2021,2/15/2021,Account Question,6,5,No
3951,Calls,12/10/2021,12/15/2021,Debit Card Issue,5,5,No
8804,Calls,8/14/2021,8/16/2021,Fraud Alert,2,5,No
2040,Calls,9/19/2021,9/25/2021,Account Question,6,5,No
5319,Calls,6/5/2021,6/7/2021,Fraud Alert,2,5,No
7162,Calls,5/6/2022,5/9/2022,General Complaint,3,5,No
3141,Calls,11/21/2023,11/23/2023,Debit Card Issue,2,5,No
8509,Calls,1/8/2023,1/14/2023,Fraud Alert,6,5,No
3176,Calls,12/10/2023,12/11/2023,Close Account,1,5,Yes
6112,Calls,5/24/2021,5/25/2021,Open Account,1,5,Yes
3600,Calls,12/18/2023,12/21/2023,Account Question,3,5,No
9223,Calls,6/20/2023,6/23/2023,Mobile App Issue,3,5,No
6704,Calls,4/29/2022,5/6/2022,Debit Card Issue,7,5,No
7950,Calls,3/4/2023,3/6/2023,General Complaint,2,5,No
5734,Calls,11/12/2021,11/13/2021,Close Account,1,5,Yes
4326,Calls,1/3/2022,1/8/2022,General Complaint,5,5,No
7767,Calls,2/11/2023,2/12/2023,Mobile App Issue,1,5,Yes
7093,Calls,4/4/2022,4/8/2022,Close Account,4,5,No
9004,Calls,10/17/2023,10/22/2023,General Complaint,5,5,No
7656,Calls,1/19/2023,1/20/2023,Debit Card Issue,1,5,Yes
6370,Calls,10/27/2023,10/28/2023,General Complaint,1,5,Yes
4636,Calls,10/16/2022,10/22/2022,General Complaint,6,5,No
9865,Calls,2/21/2023,2/24/2023,Close Account,3,5,No
2970,Calls,6/18/2021,6/21/2021,Mobile App Issue,3,5,No
5724,Calls,4/14/2022,4/16/2022,General Complaint,2,5,No
9790,Calls,10/13/2022,10/18/2022,General Complaint,5,5,No
9171,Calls,3/16/2021,3/17/2021,Close Account,1,5,Yes
6853,Calls,10/21/2021,10/24/2021,Mobile App Issue,3,5,No
8960,Calls,6/14/2022,6/17/2022,Account Question,3,5,No
7130,Calls,12/30/2021,1/4/2022,Fraud Alert,5,5,No
1787,Calls,11/30/2021,12/3/2021,Debit Card Issue,3,5,No
4806,Calls,12/6/2023,12/9/2023,General Complaint,3,5,No
4294,Calls,9/22/2023,9/24/2023,Close Account,2,5,No
9787,Calls,2/12/2022,2/16/2022,General Complaint,4,5,No
8481,Calls,10/9/2021,10/12/2021,Fraud Alert,3,5,No
2546,Calls,7/14/2022,7/17/2022,Open Account,3,5,No
3001,Calls,8/24/2022,8/26/2022,Fraud Alert,2,5,No
8588,Calls,6/7/2022,6/10/2022,Debit Card Issue,3,5,No
9608,Calls,3/21/2023,3/23/2023,Account Question,2,5,No
1292,Calls,8/25/2023,8/28/2023,Close Account,3,5,No
4245,Calls,1/26/2021,1/29/2021,Fraud Alert,3,5,No
6809,Calls,5/4/2021,5/5/2021,Mobile App Issue,1,5,Yes
3699,Calls,5/28/2021,5/29/2021,Close Account,1,5,Yes
4130,Calls,10/30/2022,11/1/2022,Open Account,2,5,No
7192,Calls,12/9/2023,12/10/2023,Debit Card Issue,1,5,Yes
3896,Calls,8/29/2021,8/31/2021,General Complaint,2,5,No
5724,Calls,8/10/2022,8/11/2022,Fraud Alert,1,5,Yes
3728,Calls,8/16/2021,8/17/2021,Account Question,1,5,Yes
5438,Calls,11/20/2023,11/26/2023,Fraud Alert,6,5,No
1274,Calls,11/30/2023,12/5/2023,Account Question,5,5,No
3121,Calls,1/10/2021,1/11/2021,Close Account,1,5,Yes
2754,Calls,12/22/2022,12/24/2022,Debit Card Issue,2,5,No
2672,Calls,3/27/2021,3/29/2021,Mobile App Issue,2,5,No
6614,Calls,12/5/2021,12/8/2021,Debit Card Issue,3,5,No
8909,Calls,8/3/2023,8/6/2023,General Complaint,3,5,No
3069,Calls,7/15/2023,7/17/2023,Open Account,2,5,No
3569,Calls,9/23/2023,9/28/2023,Account Question,5,5,No
7438,Calls,5/17/2021,5/18/2021,Debit Card Issue,1,5,Yes
6626,Calls,5/10/2021,5/13/2021,Mobile App Issue,3,5,No
7025,Calls,6/15/2023,6/20/2023,Fraud Alert,5,5,No
5553,Calls,9/26/2022,10/2/2022,Debit Card Issue,6,5,No
7371,Calls,3/17/2022,3/18/2022,Mobile App Issue,1,5,Yes
9898,Calls,11/9/2023,11/15/2023,Debit Card Issue,6,5,No
7542,Calls,4/11/2022,4/14/2022,Close Account,3,5,No
4774,Calls,5/18/2021,5/22/2021,Close Account,4,5,No
6661,Calls,10/10/2021,10/12/2021,Open Account,2,5,No
4440,Calls,8/28/2022,9/6/2022,Account Question,9,5,No
3041,Calls,7/6/2023,7/7/2023,Mobile App Issue,1,5,Yes
1749,Calls,6/13/2022,6/14/2022,General Complaint,1,5,Yes
3454,Calls,6/30/2022,7/2/2022,Mobile App Issue,2,5,No
4146,Calls,9/12/2022,9/17/2022,Fraud Alert,5,5,No
9599,Calls,2/9/2022,2/10/2022,Close Account,1,5,Yes
1708,Calls,10/30/2023,10/31/2023,Mobile App Issue,1,5,Yes
1685,Calls,1/12/2021,1/14/2021,Account Question,2,5,No
8226,Calls,3/5/2023,3/11/2023,General Complaint,6,5,No
4321,Calls,5/7/2021,5/8/2021,General Complaint,1,5,Yes
1754,Calls,5/26/2021,5/29/2021,Debit Card Issue,3,5,No
9216,Calls,5/12/2023,5/14/2023,Fraud Alert,2,5,No
8411,Calls,7/12/2023,7/13/2023,Fraud Alert,1,5,Yes
6533,Calls,9/14/2023,9/16/2023,General Complaint,2,5,No
7675,Calls,12/12/2021,12/13/2021,Account Question,1,5,Yes
7466,Calls,2/26/2023,3/1/2023,Mobile App Issue,3,5,No
8041,Calls,5/25/2022,5/30/2022,Debit Card Issue,5,5,No
9664,Calls,5/30/2023,5/31/2023,Account Question,1,5,Yes
8351,Calls,7/19/2021,7/21/2021,Open Account,2,5,No
6087,Calls,9/20/2021,9/25/2021,Account Question,5,5,No
5450,Calls,5/4/2022,5/5/2022,Open Account,1,5,Yes
1499,Calls,6/25/2023,7/4/2023,General Complaint,9,5,No
2364,Calls,12/27/2022,12/30/2022,Account Question,3,5,No
4144,Calls,6/29/2023,7/2/2023,Mobile App Issue,3,5,No
2856,Calls,3/28/2021,3/30/2021,General Complaint,2,5,No
2884,Calls,2/10/2021,2/13/2021,Close Account,3,5,No
8378,Calls,2/3/2023,2/7/2023,Mobile App Issue,4,5,No
3861,Calls,3/28/2022,4/4/2022,Mobile App Issue,7,5,No
4591,Calls,10/8/2023,10/13/2023,Close Account,5,5,No
7114,Calls,3/5/2021,3/7/2021,Account Question,2,5,No
7582,Calls,12/19/2022,12/20/2022,Debit Card Issue,1,5,Yes
6069,Calls,9/14/2021,9/18/2021,Debit Card Issue,4,5,No
2242,Calls,8/26/2022,8/27/2022,General Complaint,1,5,Yes
3280,Calls,6/5/2021,6/8/2021,Fraud Alert,3,5,No
5371,Calls,2/24/2022,2/26/2022,Open Account,2,5,No
6160,Calls,4/7/2021,4/8/2021,Fraud Alert,1,5,Yes
9474,Calls,9/5/2021,9/8/2021,Debit Card Issue,3,5,No
5071,Calls,7/11/2021,7/12/2021,Debit Card Issue,1,5,Yes
4978,Calls,1/16/2022,1/23/2022,Fraud Alert,7,5,No
3945,Calls,6/5/2023,6/8/2023,Open Account,3,5,No
7792,Calls,8/2/2023,8/4/2023,Mobile App Issue,2,5,No
8719,Calls,7/16/2021,7/19/2021,Fraud Alert,3,5,No
6334,Calls,12/16/2021,12/17/2021,Mobile App Issue,1,5,Yes
8435,Calls,3/15/2023,3/17/2023,Fraud Alert,2,5,No
8771,Calls,4/21/2022,4/22/2022,Close Account,1,5,Yes
8983,Calls,1/27/2021,2/2/2021,Debit Card Issue,6,5,No
1158,Calls,1/26/2023,1/31/2023,Debit Card Issue,5,5,No
6227,Calls,1/2/2022,1/6/2022,General Complaint,4,5,No
7194,Calls,12/9/2023,12/11/2023,Fraud Alert,2,5,No
3960,Calls,1/21/2023,1/22/2023,Close Account,1,5,Yes
8859,Calls,2/12/2023,2/13/2023,General Complaint,1,5,Yes
5951,Calls,5/8/2021,5/9/2021,Fraud Alert,1,5,Yes
8033,Calls,10/7/2023,10/10/2023,Mobile App Issue,3,5,No
1980,Calls,3/21/2023,3/28/2023,Mobile App Issue,7,5,No
3714,Calls,8/18/2021,8/20/2021,Close Account,2,5,No
1666,Calls,11/16/2021,11/19/2021,Close Account,3,5,No
2423,Calls,5/6/2023,5/8/2023,Fraud Alert,2,5,No
7207,Calls,2/20/2022,2/22/2022,Debit Card Issue,2,5,No
5281,Calls,12/23/2022,12/27/2022,Fraud Alert,4,5,No
5549,Calls,12/14/2023,12/15/2023,Fraud Alert,1,5,Yes
4825,Calls,10/4/2021,10/6/2021,Close Account,2,5,No
4569,Calls,5/10/2022,5/12/2022,Account Question,2,5,No
9281,Calls,9/2/2021,9/8/2021,Open Account,6,5,No
5885,Calls,12/10/2022,12/13/2022,Debit Card Issue,3,5,No
9404,Calls,7/22/2021,7/23/2021,Open Account,1,5,Yes
9454,Calls,10/13/2022,10/16/2022,Mobile App Issue,3,5,No
2132,Calls,3/1/2023,3/4/2023,Close Account,3,5,No
3572,Calls,4/24/2023,4/25/2023,Debit Card Issue,1,5,Yes
3288,Calls,3/2/2023,3/3/2023,Mobile App Issue,1,5,Yes
7036,Calls,6/24/2021,6/29/2021,Account Question,5,5,No
2621,Calls,3/10/2023,3/13/2023,Fraud Alert,3,5,No
9074,Calls,8/9/2023,8/11/2023,Fraud Alert,2,5,No
9626,Calls,12/25/2022,12/28/2022,Account Question,3,5,No
1555,Calls,5/2/2021,5/8/2021,Account Question,6,5,No
5924,Calls,8/21/2022,8/24/2022,Mobile App Issue,3,5,No
7450,Calls,9/13/2021,9/14/2021,Open Account,1,5,Yes
8449,Calls,7/22/2023,7/25/2023,Debit Card Issue,3,5,No
9881,Calls,1/21/2022,1/30/2022,Debit Card Issue,9,5,No
9028,Calls,10/22/2022,10/24/2022,Close Account,2,5,No
9163,Calls,4/14/2023,4/17/2023,Close Account,3,5,No
1238,Calls,11/7/2021,11/13/2021,Fraud Alert,6,5,No
9350,Calls,4/25/2021,4/27/2021,Account Question,2,5,No
9951,Calls,4/11/2023,4/17/2023,Close Account,6,5,No
8088,Calls,3/6/2023,3/9/2023,General Complaint,3,5,No
5902,Calls,4/3/2022,4/10/2022,Close Account,7,5,No
4866,Calls,5/8/2021,5/11/2021,Debit Card Issue,3,5,No
4297,Calls,8/15/2023,8/16/2023,Close Account,1,5,Yes
5199,Calls,11/4/2021,11/5/2021,Mobile App Issue,1,5,Yes
2925,Calls,7/26/2021,7/29/2021,Fraud Alert,3,5,No
9769,Calls,12/2/2022,12/3/2022,Mobile App Issue,1,5,Yes
1753,Calls,3/9/2021,3/10/2021,Mobile App Issue,1,5,Yes
5171,Calls,12/27/2021,12/29/2021,Debit Card Issue,2,5,No
5290,Calls,11/10/2022,11/11/2022,Account Question,1,5,Yes
4004,Calls,2/4/2023,2/6/2023,Mobile App Issue,2,5,No
7070,Calls,12/2/2021,12/4/2021,Open Account,2,5,No
1370,Calls,6/2/2023,6/8/2023,Open Account,6,5,No
6299,Calls,9/30/2022,10/9/2022,Account Question,9,5,No
7492,Calls,7/14/2023,7/18/2023,Open Account,4,5,No
9003,Calls,1/1/2022,1/8/2022,Open Account,7,5,No
5284,Calls,2/3/2022,2/5/2022,Debit Card Issue,2,5,No
1865,Calls,12/23/2023,12/24/2023,Account Question,1,5,Yes
8064,Calls,10/4/2021,10/6/2021,General Complaint,2,5,No
1211,Calls,7/9/2022,7/11/2022,General Complaint,2,5,No
8895,Calls,5/27/2022,5/30/2022,Open Account,3,5,No
9141,Calls,12/1/2022,12/2/2022,Open Account,1,5,Yes
5536,Calls,9/5/2022,9/7/2022,Debit Card Issue,2,5,No
4358,Calls,10/23/2023,10/25/2023,Mobile App Issue,2,5,No
1937,Calls,4/7/2023,4/9/2023,Mobile App Issue,2,5,No
1090,Calls,6/12/2023,6/18/2023,Close Account,6,5,No
6746,Calls,9/26/2023,9/30/2023,Mobile App Issue,4,5,No
5482,Calls,12/21/2022,12/28/2022,General Complaint,7,5,No
5542,Calls,12/12/2023,12/14/2023,Fraud Alert,2,5,No
7821,Calls,3/19/2022,3/24/2022,Debit Card Issue,5,5,No
3902,Calls,3/30/2022,3/31/2022,General Complaint,1,5,Yes
2330,Calls,11/5/2022,11/7/2022,Account Question,2,5,No
7912,Calls,8/30/2022,9/2/2022,Account Question,3,5,No
9127,Calls,10/10/2023,10/11/2023,Debit Card Issue,1,5,Yes
8293,Calls,4/26/2022,4/29/2022,Account Question,3,5,No
4173,Calls,12/13/2022,12/14/2022,Open Account,1,5,Yes
9332,Calls,9/27/2021,9/29/2021,Open Account,2,5,No
8753,Calls,1/1/2023,1/4/2023,Close Account,3,5,No
4672,Calls,12/14/2022,12/17/2022,Close Account,3,5,No
3875,Calls,3/9/2021,3/15/2021,Debit Card Issue,6,5,No
5127,Calls,9/28/2022,10/1/2022,Mobile App Issue,3,5,No
2796,Calls,2/7/2021,2/13/2021,Fraud Alert,6,5,No
5592,Calls,4/5/2022,4/8/2022,Close Account,3,5,No
6123,Calls,11/12/2021,11/18/2021,Fraud Alert,6,5,No
